game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2025-07-01,NYY,TOR,MAX FRIED,KEVIN GAUSMAN,480.0,89.43,2036.84,6.73,29.0,0.0,69.97,18.67,81.16,7.32,5.0,511,87.63,2465.54,6.5,34,0,70.03,11.68,80.78,7.11,5,84.73521062271062,66.03844444444444,6.512277777777778,89.32203463203463,70.74571428571429,7.377132034632035,46,38,-3,W2,84,0.548,48.0,36.0,112.0,L1,84.0,0.571
2025-07-01,SD,PHI,NICK PIVETTA,CRISTOPHER SANCHEZ,,,,,,,,,,,,443,87.63,2485.94,6.82,30,0,68.0,25.49,84.1,7.11,5,83.72937037037038,,,82.12643849206349,70.48409090909091,7.490151515151515,50,35,50,W2,85,0.588,45.0,39.0,13.0,L2,84.0,0.536
2025-07-01,STL,PIT,ANDRE PALLANTE,PAUL SKENES,474.0,92.95,2121.57,6.61,32.0,0.0,69.11,15.38,81.57,7.31,5.0,426,90.53,2415.72,6.54,18,0,69.44,6.77,83.43,7.04,5,87.0972123015873,73.6926388888889,7.471289682539683,84.53888888888889,71.71634038800705,7.247319223985891,36,50,-35,W4,86,0.419,47.0,39.0,38.0,L1,86.0,0.547
2025-07-01,MIN,MIA,JOE RYAN,EDWARD CABRERA,299.0,92.64,2304.64,6.5,21.0,0.0,69.34,11.91,85.09,7.46,4.0,476,90.26,2332.04,6.69,32,0,69.47,22.52,81.65,7.06,5,88.14678210678211,,,81.57939393939394,70.1,7.393333333333333,37,45,-74,W7,82,0.451,40.0,44.0,-14.0,L2,84.0,0.476
2025-07-01,DET,WSH,JACK FLAHERTY,TREVOR WILLIAMS,394.0,84.27,2143.95,6.93,18.0,0.0,71.11,25.76,83.62,7.02,5.0,451,87.02,2300.97,6.5,28,0,69.73,24.42,83.25,7.35,5,,,,80.64945054945055,70.82227272727273,7.373181818181818,35,49,-68,W1,84,0.417,53.0,32.0,99.0,W2,85.0,0.624
2025-07-01,OAK,TB,JEFFREY SPRINGS,SHANE BAZ,469.0,91.49,2457.35,6.36,31.0,0.0,70.67,15.74,84.42,7.13,5.0,473,84.95,1963.56,6.24,26,0,70.02,19.69,81.81,7.5,5,85.03509523809524,70.94125,7.025666666666668,,,,47,38,69,L2,85,0.553,,,,,,
2025-07-01,MIL,NYM,FREDDY PERALTA,CLAY HOLMES,459.0,88.75,2303.91,5.83,19.0,0.0,70.84,13.29,84.47,7.26,5.0,466,91.02,2344.83,6.84,32,0,69.55,20.97,81.33,7.06,5,86.47733877233877,71.54213675213676,7.027777777777779,81.69546296296296,68.5625,7.002083333333333,48,37,39,L3,85,0.565,47.0,37.0,56.0,L1,84.0,0.56
2025-07-01,CIN,BOS,BRADY SINGER,RICHARD FITTS,122.0,91.19,2412.7,6.6,6.0,0.0,69.37,31.96,85.4,6.92,2.0,475,87.73,2385.68,6.95,27,0,69.35,14.1,81.85,7.17,5,86.77655844155844,68.38083333333333,7.491666666666665,83.06097222222222,68.17199494949494,7.328838383838384,42,44,17,W1,86,0.488,44.0,41.0,33.0,L1,85.0,0.518
2025-07-01,LAA,ATL,TYLER ANDERSON,GRANT HOLMES,450.0,89.16,2670.38,5.98,39.0,0.0,68.89,14.13,82.16,7.33,5.0,457,84.4,2128.74,6.02,24,0,70.87,17.54,83.75,7.47,5,83.27681318681319,,,,,,38,45,12,L1,83,0.458,41.0,42.0,-49.0,L1,83.0,0.494
